cfips,first_day_of_month,row_id,diff_abs,diff,diff_1_2,mb_dens_shift1,mb_dens_shift2,mb_dens_shift3,mb_dens_shift4,mb_dens_shift5,mb_dens_shift6,mb_dens_shift7,mb_dens_shift8,mb_dens_shift9,mb_dens_shift10,mb_dens_shift11,mb_dens_shift12,cfips_amount,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,rolling_lag_mean_t3_shift2,rolling_lag_std_t3_shift2,target,shift_target,microbusiness_density
1021,2023-02-01,1021_2023-02-01,0.022360358823529387,-0.1526033,-6.82472500572837,1.8307528938571933,1.8247245194889532,1.8189287046194373,1.8132015,1.7685415,1.7655641,1.8102242,1.7625867,1.7209039,1.7268586,1.7179266,1.6881531,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818951574702797,0.005761543787580986,0.0,1.8307528938571933,
1023,2023-02-01,1023_2023-02-01,0.024470641176470576,-0.16469679999999998,-6.730383515997204,1.7085224755260333,1.700951193470092,1.693338012818887,1.6851181,1.6459292,1.6361321,1.6557264,1.587146,1.5185657,1.5087684,1.5185657,1.4793769,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6931357687629929,0.007918484021678357,0.0,1.7085224755260333,
1025,2023-02-01,1025_2023-02-01,0.025828376470588235,0.03715299999999999,1.4384566541496535,1.4145724267301654,1.3899495200268337,1.369926019822285,1.3526518,1.3526518,1.3473054,1.3205731,1.2189906,1.0853293,1.0853293,1.0960222,1.0746365,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.370842446616373,0.018665740230482796,0.0,1.4145724267301654,
1027,2023-02-01,1027_2023-02-01,0.033510223529411756,0.056823599999999974,1.69570936911615,1.6040295436422285,1.5974515672270249,1.5900661713501836,1.5829384,1.6208531,1.6208531,1.6492891,1.6872038,1.6777251,1.6682464,1.6777251,1.6777251,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5901520461924028,0.007256964696498824,0.0,1.6040295436422285,
1029,2023-02-01,1029_2023-02-01,0.020559841176470604,-0.11271999999999993,-5.482532624279249,1.3740132534793266,1.3680647860872697,1.3622644894345848,1.3555517,1.3641858,1.3469176,1.3555517,1.3210154,1.3210154,1.3210154,1.286479,1.2951131,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3619603251739516,0.0062620857371828405,0.0,1.3740132534793266,
1031,2023-02-01,1031_2023-02-01,0.019593147058823496,-0.03806809999999983,-1.9429293255294788,2.2362709327658554,2.229104856338437,2.2223891084571097,2.2163165,2.1987665,2.1511307,2.1962593,2.1185379,2.1034949,2.1260593,2.1235521,2.0934663,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2226034882651824,0.00639687294591443,0.0,2.2362709327658554,
1033,2023-02-01,1033_2023-02-01,0.023222076470588292,0.011569300000000116,0.4982026484433081,2.4817211593285347,2.469060981646141,2.4563013406491527,2.441494,2.3977726,2.3586533,2.3655567,2.3425455,2.3402443,2.3333411,2.3241365,2.2896197,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4556187740984314,0.013796160411222507,0.0,2.4817211593285347,
1035,2023-02-01,1035_2023-02-01,0.01948632529411766,-0.20429014,-10.483769357051075,1.1546442900998872,1.135913523497089,1.1141760011014652,1.095947,1.1373036,1.1579818,1.1476427,1.0545906,1.1373036,1.1476427,1.17866,1.2096775,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1153455081995178,0.020008912020633686,0.0,1.1546442900998872,
1037,2023-02-01,1037_2023-02-01,0.01700779647058824,-0.12282271,-7.221553374794824,0.8399202892255894,0.8361746955687619,0.8324508704031183,0.82838911,0.8171947,0.8171947,0.79480577,0.75002801,0.72763908,0.69405574,0.69405574,0.69405574,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8323382253239601,0.003894014939299587,0.0,0.8399202892255894,
1039,2023-02-01,1039_2023-02-01,0.013613411764705855,-0.08265319999999998,-6.071453756675953,1.702956211353588,1.696971390118775,1.6906695618875456,1.6845804,1.6673557,1.6742456,1.6811354,1.6604657,1.6501309,1.6604657,1.6604657,1.6914703,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6907404506687735,0.006195799217644293,0.0,1.702956211353588,
1041,2023-02-01,1041_2023-02-01,0.03228071176470588,0.10243990000000003,3.1734089615707517,1.0813349911075716,1.0746038779678166,1.0686573083373243,1.0612549,1.0798734,1.0798734,1.1915845,1.1171104,1.1078012,1.1078012,1.0891826,1.0240179,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0681720287683802,0.006687707035399465,0.0,1.0813349911075716,
1043,2023-02-01,1043_2023-02-01,0.02453284705882354,-0.04209020000000008,-1.7156671583643945,2.7226344558682603,2.7108248797427574,2.699693456241293,2.6872737,2.6841795,2.6748972,2.6733501,2.6238437,2.5836196,2.6161082,2.6269376,2.5867138,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.699264011994684,0.011781461436924405,0.0,2.7226344558682603,
1045,2023-02-01,1045_2023-02-01,0.014566576470588247,-0.3034941,-20.83496424934114,1.7766920190763975,1.7707316238045476,1.7649732945917256,1.7595617,1.772732,1.7753662,1.806975,1.7621957,1.6963439,1.7042462,1.7121483,1.7147825,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7650888727987575,0.005585858769375206,0.0,1.7766920190763975,
1047,2023-02-01,1047_2023-02-01,0.01350679411764707,-0.10094209999999992,-7.47343145388703,1.4917604070338646,1.4856133925743193,1.4797975847311653,1.4739386,1.4670348,1.4739386,1.4981015,1.4670348,1.4394201,1.4394201,1.4394201,1.4290645,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4797831924351617,0.005837409593905256,0.0,1.4917604070338646,
1049,2023-02-01,1049_2023-02-01,0.019580947058823555,-0.03903340000000011,-1.9934377986283813,2.291358251062769,2.285179638712386,2.278329680706766,2.2713821,2.2473364,2.2510357,2.2713821,2.2750814,2.3028262,2.310225,2.2917283,2.3213229,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2782971398063836,0.006898826915685251,0.0,2.291358251062769,
1051,2023-02-01,1051_2023-02-01,0.030529547058823523,-0.012715500000000102,-0.41649815424710407,3.289790276564093,3.274300475954259,3.2576966637064366,3.2452056,3.2388918,3.3998895,3.4046247,3.3541157,3.3272827,3.3414884,3.3162339,3.308342,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.259067579886899,0.014595804536884511,0.0,3.289790276564093,
1053,2023-02-01,1053_2023-02-01,0.019425352941176494,0.15294249999999998,7.873344719302538,1.9725452162072827,1.96403146750814,1.956095898806155,1.948416,1.9133726,1.8888421,1.9133726,1.8643117,1.8397813,1.836277,1.7521727,1.7416596,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9561811221047651,0.007808082583610206,0.0,1.9725452162072827,
1055,2023-02-01,1055_2023-02-01,0.01935553529411762,-0.08935329999999997,-4.6164210207689536,2.7637869534963118,2.7556455740044874,2.7461933846796875,2.7364635,2.7277801,2.7240589,2.7302611,2.5714817,2.4610806,2.4697638,2.4362712,2.4015381,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7461008195613914,0.00959137200842587,0.0,2.7637869534963118,
1057,2023-02-01,1057_2023-02-01,0.02314176470588234,-0.13831249999999984,-5.97674817620294,1.0674852104616783,1.0624259845226756,1.057199321629595,1.0514109,1.0668728,1.04368,1.0514109,1.0204871,1.028218,1.028218,1.035949,1.035949,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0570120687174234,0.005509929173791082,0.0,1.0674852104616783,
1059,2023-02-01,1059_2023-02-01,0.035148841176470595,-0.30107720000000016,-8.565778840001924,1.9594220546403056,1.9500092511390137,1.9412523382086533,1.9323264,1.9281074,1.982955,2.063117,2.0040503,2.0082693,2.0040503,1.9956121,1.8859168,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9411959964492222,0.008841560207154157,0.0,1.9594220546403056,
1061,2023-02-01,1061_2023-02-01,0.02080717058823527,-0.07767369999999985,-3.7330255774380916,1.4713220732397758,1.4638066412179342,1.4582552834875586,1.4523023,1.4377307,1.4231591,1.4474452,1.4183019,1.4037303,1.4085876,1.3551583,1.3891587,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4581214082351643,0.0057533389133679795,0.0,1.4713220732397758,
1063,2023-02-01,1063_2023-02-01,0.03777957647058824,0.17080739999999994,4.5211570895448006,1.4750842163490736,1.4631064778457181,1.4507218635292758,1.4407436,1.4252517,1.3787762,1.4097599,1.3787762,1.3323005,1.3168087,1.2858249,1.3168087,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4515239804583313,0.011202996030585997,0.0,1.4750842163490736,
1065,2023-02-01,1065_2023-02-01,0.025361692352941168,-0.026420059999999967,-1.0417309551874625,1.1981670948024823,1.1930262240505654,1.1879693620474934,1.1825964,1.147295,1.1296444,1.1561204,1.1384697,1.1119937,1.1031682,1.120819,1.1384697,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1878639953660197,0.005215710309676232,0.0,1.1981670948024823,
1067,2023-02-01,1067_2023-02-01,0.0444277941176471,-0.13296889999999983,-2.9929214952219168,2.494669394685575,2.481932655167638,2.4674736334713017,2.4543042,2.4543042,2.4837854,2.446934,2.424823,2.4027123,2.424823,2.424823,2.4174528,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4679034962129798,0.01381924275133403,0.0,2.494669394685575,
1069,2023-02-01,1069_2023-02-01,0.025862694117647047,0.18419639999999982,7.1220886409632005,3.4627801472004722,3.4507628986297636,3.437292431996297,3.4243109,3.4527028,3.4452963,3.4761569,3.384809,3.3625894,3.384809,3.4144354,3.3971534,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.437455410208687,0.013226752409438181,0.0,3.4627801472004722,
1071,2023-02-01,1071_2023-02-01,0.015299023529411756,0.08563750000000003,5.5975794687396485,1.7985325822934846,1.7920573669204094,1.785985792796704,1.7799511,1.814181,1.794621,1.797066,1.7726161,1.7701712,1.7677262,1.7701712,1.7823961,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785998086572371,0.0060531428233439885,0.0,1.7985325822934846,
1073,2023-02-01,1073_2023-02-01,0.03473911176470601,0.0957713,2.756872445348503,6.575689202075221,6.553190073929139,6.530341560787216,6.5080609,6.4791389,6.4677272,6.4811063,6.3809609,6.3732877,6.4258199,6.4163756,6.3547935,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.530530844905452,0.02256518238877629,0.0,6.575689202075221,
1075,2023-02-01,1075_2023-02-01,0.021471732352941177,-0.12921088999999997,-6.017720781728205,0.9492448379813838,0.9436637484627363,0.9389244220196356,0.93406087,0.93406087,0.93406087,0.90631646,0.92481273,0.89706832,0.88782024,0.88782024,0.86932397,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9388830134941241,0.004801573147627126,0.0,0.9492448379813838,
1077,2023-02-01,1077_2023-02-01,0.04456252941176467,-0.059261299999999295,-1.329845966606063,4.07924900268226,4.0658113135646445,4.05324345436724,4.0402412,4.1032863,4.0684104,4.1341381,4.1824279,4.151576,4.1703553,4.1703553,4.1623073,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.053098655977295,0.012785671740557478,0.0,4.07924900268226,
1079,2023-02-01,1079_2023-02-01,0.016768217647058794,-0.046376799999999996,-2.7657560854796426,1.3684041332649168,1.3629924291676443,1.3588849646335788,1.3549086,1.3471663,1.339424,1.3587798,1.339424,1.3355528,1.362651,1.3549086,1.3432951,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3589286646004075,0.0040420917565316804,0.0,1.3684041332649168,
1081,2023-02-01,1081_2023-02-01,0.029116594117647037,0.020510499999999876,0.7044264833011096,4.0752194971160245,4.0606911977637505,4.045181185221905,4.0300627,4.0129991,3.9881797,4.0083456,3.928458,3.8989847,3.9059651,3.8935554,3.8625312,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.045311694328552,0.015314665954128892,0.0,4.0752194971160245,
1083,2023-02-01,1083_2023-02-01,0.02939664705882353,0.005468599999999935,0.1860280184014561,2.988848892410978,2.9782933845822472,2.9669426744254057,2.9556651,2.9237118,2.9077353,2.9889495,2.962322,2.9356942,2.9250433,2.9223804,2.9130609,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9669670530025507,0.01131416198929626,0.0,2.988848892410978,
1085,2023-02-01,1085_2023-02-01,0.015797570588235298,-0.21772539999999996,-13.782207763144514,1.4270390557885102,1.421200274211848,1.4162482477292653,1.4121,1.3473247,1.3473247,1.399145,1.3473247,1.399145,1.3861899,1.399145,1.3861899,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416516173980371,0.0045560493895184205,0.0,1.4270390557885102,
1087,2023-02-01,1087_2023-02-01,0.028281694117647072,0.1293662,4.57420264365559,1.9091252242755108,1.899990024690064,1.8904294267295796,1.8822141,1.8559811,1.8297482,1.8953305,1.8428646,1.8559811,1.8756558,1.8428646,1.8035152,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8908778504732144,0.008896442409035395,0.0,1.9091252242755108,
1089,2023-02-01,1089_2023-02-01,0.047165788235294125,0.03963379999999983,0.8403082293945824,6.646697613179128,6.624546402798301,6.601319250614073,6.5793228,6.5413928,6.5299091,6.5386086,6.4213386,6.4035912,6.4380417,6.5041585,6.4651842,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.601729484470791,0.022614592222237558,0.0,6.646697613179128,
1091,2023-02-01,1091_2023-02-01,0.017925682352941192,0.020109799999999955,1.1218429292707175,1.3759373637272674,1.367944406600435,1.3643136196192338,1.3613777,1.340957,1.340957,1.3954122,1.3205364,1.340957,1.3205364,1.3341502,1.340957,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3645452420732227,0.0032894749755759405,0.0,1.3759373637272674,
1093,2023-02-01,1093_2023-02-01,0.02597453529411764,-0.1314004999999998,-5.058820052490318,1.6559910325237974,1.647810782560288,1.639086152477644,1.6310794,1.6268429,1.6226064,1.6522623,1.6268429,1.6183698,1.6098967,1.6056601,1.6098967,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639325445012644,0.008368257661109189,0.0,1.6559910325237974,
1095,2023-02-01,1095_2023-02-01,0.0183536352941176,0.05713800000000013,3.1131707198253555,2.8014030073392595,2.7937081104948356,2.7859778968366893,2.7775466,2.7567463,2.7511995,2.744266,2.6887982,2.6582911,2.6541309,2.6499708,2.6333306,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785744202443842,0.008083289254410788,0.0,2.8014030073392595,
1097,2023-02-01,1097_2023-02-01,0.05216741764705883,-0.1764133000000001,-3.381675918741709,4.149747722400148,4.136376989701179,4.123586569647026,4.1089792,4.1096106,4.0928807,4.0180683,3.9262106,3.9047456,3.9202132,3.9236853,3.8889625,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1229809197827345,0.01370893245098927,0.0,4.149747722400148,
