cfips,first_day_of_month,row_id,diff_abs,diff,diff_1_2,mb_dens_shift1,mb_dens_shift2,mb_dens_shift3,mb_dens_shift4,mb_dens_shift5,cfips_amount,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,rolling_lag_mean_t3_shift2,rolling_lag_mean_t6_shift2,rolling_lag_mean_t3_shift3,rolling_lag_mean_t6_shift3,rolling_lag_std_t3_shift2,rolling_lag_std_t6_shift2,rolling_lag_std_t3_shift3,rolling_lag_std_t6_shift3,target,shift_target,microbusiness_density
1021,2022-07-01,1021_2022-07-01,0.022360358823529387,-0.1526033,-6.82472500572837,1.704269893000977,1.700074313787944,1.6960922411866897,1.6921362836673848,1.6881531,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6961009462140062,1.687067223107003,1.6921272082846912,1.6790057708090123,0.00396902221986829,0.012156305962485027,0.0039695783740132645,0.016912816294932007,0.06216991066623412,1.704269893000977,1.8102242
1023,2022-07-01,1023_2022-07-01,0.024470641176470576,-0.16469679999999998,-6.730383515997204,1.494202283052701,1.4898238009936635,1.4863341967507673,1.4828674779019608,1.4793769,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486341825215464,1.4801305459410654,1.4828595248842429,1.4756423791087883,0.0034781678200049427,0.013763554927142926,0.0034786551938071502,0.014348708072202959,0.10810056896533471,1.494202283052701,1.6557264
1025,2022-07-01,1025_2022-07-01,0.025828376470588235,0.03715299999999999,1.4384566541496535,1.086796294569788,1.0833862960742413,1.080563956305392,1.077543548674065,1.0746365,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0804979336845661,1.0824764501756163,1.077581334993152,1.0699852508299095,0.0029219331846285787,0.006141768031274827,0.0029639088072229186,0.030767280047649167,0.2151063696097284,1.086796294569788,1.3205731
1027,2022-07-01,1027_2022-07-01,0.033510223529411756,0.056823599999999974,1.69570936911615,1.688622453515541,1.683456556834322,1.680616712962981,1.6821770024212641,1.6777251,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6820834240728557,1.6149246287030945,1.680172938461415,1.5837408525640406,0.001422232745946495,0.10280144483533152,0.002258884823994584,0.10617769112879982,-0.02329316031162132,1.688622453515541,1.6492891
1029,2022-07-01,1029_2022-07-01,0.020559841176470604,-0.11271999999999993,-5.482532624279249,1.3088167685762706,1.3049815243092957,1.3012038306059097,1.2981689089472668,1.2951131,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3014514212874908,1.2948639773104123,1.2981619465177254,1.2912460732588629,0.0034130496446611704,0.010621640055918046,0.003045371272109578,0.010173704417034028,0.0357077725055186,1.3088167685762706,1.3555517
1031,2022-07-01,1031_2022-07-01,0.019593147058823496,-0.03806809999999983,-1.9429293255294788,2.1134526170062125,2.1082497099408135,2.1033115708615564,2.098405816904231,2.0934663,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1033223659022005,2.099297699617767,2.0983945625885956,2.0939200812942977,0.004921955396849615,0.007346631487294952,0.004922645079533237,0.010580570864528937,0.039180761530904995,2.1134526170062125,2.1962593
1033,2022-07-01,1033_2022-07-01,0.023222076470588292,0.011569300000000116,0.4982026484433081,2.313537875429357,2.307543848744532,2.3015998286028996,2.2956952862126663,2.2896197,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.301612987853366,2.2869519772600166,2.2956382716051884,2.276433852469261,0.005924292227125545,0.019032709055106966,0.005990267801583344,0.02249930690446553,0.022484535534560424,2.313537875429357,2.3655567
1035,2022-07-01,1035_2022-07-01,0.01948632529411766,-0.20429014,-10.483769357051075,1.2218545158852834,1.2181782509519286,1.215289330861405,1.2106977934521108,1.2096775,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2147217917551483,1.2080463792109073,1.2118882081045053,1.200794687385586,0.0037723847336870366,0.009036815829937499,0.0029893104032851425,0.014861040971945527,-0.060737031226269944,1.2218545158852834,1.1476427
1037,2022-07-01,1037_2022-07-01,0.01700779647058824,-0.12282271,-7.221553374794824,0.704482687271866,0.701882094579771,0.6993829794364836,0.6967684525608261,0.69405574,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6993445088590269,0.70758792609618,0.6967357239991033,0.7115693119995515,0.0025570380645334096,0.016885398553814667,0.0026637705179814552,0.018047276952246588,0.12821192679399007,0.704482687271866,0.79480577
1039,2022-07-01,1039_2022-07-01,0.013613411764705855,-0.08265319999999998,-6.071453756675953,1.7076187623002501,1.703414938825861,1.699425041501107,1.6954613105741159,1.6914703,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6994337636336947,1.6890503151501808,1.6954522173584075,1.6869721586792037,0.003976821299533312,0.01470904998674109,0.003977378546514304,0.013062308826244956,-0.015508943146405607,1.7076187623002501,1.6811354
1041,2022-07-01,1041_2022-07-01,0.03228071176470588,0.10243990000000003,3.1734089615707517,1.0363842057970614,1.0330759509077647,1.0302485213685266,1.0274643825023884,1.0240179,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0302629515928932,1.0194445341297798,1.027243601290305,1.0117899523118192,0.002805812033190268,0.014921661132393734,0.0031211726830153034,0.017994137927246936,0.14975169761833396,1.0363842057970614,1.1915845
1043,2022-07-01,1043_2022-07-01,0.02453284705882354,-0.04209020000000008,-1.7156671583643945,2.6059174303178287,2.600971463182441,2.5961812530076034,2.591444265299832,2.5867138,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5961989938299586,2.591641563581646,2.5914464394358117,2.5897004363845726,0.004763623717963039,0.007844645649468926,0.004733726878273902,0.0063781707150622905,0.025876748394881632,2.6059174303178287,2.6733501
1045,2022-07-01,1045_2022-07-01,0.014566576470588247,-0.3034941,-20.83496424934114,1.73115352380951,1.7268917623544187,1.7228468754242223,1.7188285155225953,1.7147825,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7228557177670787,1.7176052422168728,1.7188192969822724,1.7126112984911364,0.004031630688445847,0.00697224520111907,0.004032195615521122,0.009324472382922278,0.04379823923625237,1.73115352380951,1.806975
1047,2022-07-01,1047_2022-07-01,0.01350679411764707,-0.10094209999999992,-7.47343145388703,1.4433856838845913,1.439156110423996,1.435785184771059,1.432436366198652,1.4290645,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4357925537979022,1.428056826898951,1.4324286836565703,1.4209251584949518,0.00335987817345709,0.010114620470109982,0.0033603489720737583,0.014747688954807759,0.037907966475150046,1.4433856838845913,1.4981015
1049,2022-07-01,1049_2022-07-01,0.019580947058823555,-0.03903340000000011,-1.9934377986283813,2.3434845633394965,2.3377153626041025,2.3322397476739436,2.326800042720057,2.3213229,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3322517176660345,2.3271398588330174,2.326787563464667,2.322588765065667,0.005457669786936636,0.007243781043042764,0.005458434535911477,0.007825268580491557,-0.030767202168701213,2.3434845633394965,2.2713821
1051,2022-07-01,1051_2022-07-01,0.030529547058823523,-0.012715500000000102,-0.41649815424710407,3.3374060439587874,3.330640569310327,3.3237572986304573,3.3169175110156055,3.308342,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3237717929854633,3.320181613159398,3.3163389365486875,3.3144933849410108,0.006861540629111898,0.012296378169146088,0.007723918647745839,0.014232130087770177,0.020140988287262296,3.3374060439587874,3.4046247
1053,2022-07-01,1053_2022-07-01,0.019425352941176494,0.15294249999999998,7.873344719302538,1.7618835548030196,1.7570220068237699,1.7520485711956773,1.7469749807105286,1.7416596,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.752015186243325,1.7392536097883295,1.7468943839687352,1.729128325317701,0.005023596256312685,0.017465794668892014,0.005194954523608188,0.022099731177383345,0.08598130380637836,1.7618835548030196,1.9133726
1055,2022-07-01,1055_2022-07-01,0.01935553529411762,-0.08935329999999997,-4.6164210207689536,2.424485209267938,2.418516600781638,2.4128517256561546,2.4072240017061888,2.4015381,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4128641093813274,2.405517488023997,2.407204609120781,2.3968683045603902,0.005646309722925997,0.014240776251798664,0.005656837758517751,0.019540057551723597,0.1261199241650106,2.424485209267938,2.7302611
1057,2022-07-01,1057_2022-07-01,0.02314176470588234,-0.13831249999999984,-5.97674817620294,1.0461832433098377,1.043035530778402,1.0405619631394782,1.0380770341456067,1.035949,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0405581760211622,1.039758988010581,1.0381959990950282,1.0388104828808475,0.002479250485731147,0.008120477392866839,0.0023087814374424575,0.007992581728045064,0.004996884363797971,1.0461832433098377,1.0514109
1059,2022-07-01,1059_2022-07-01,0.035148841176470595,-0.30107720000000016,-8.565778840001924,1.903921642500757,1.8992345597216005,1.894785995419272,1.890366605527595,1.8859168,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8947957202228227,1.877149676778078,1.890356466982289,1.8666349501578112,0.004433985095342758,0.02436110881852707,0.004434606401813204,0.026448078615310407,0.0836144481713772,1.903921642500757,2.063117
1061,2022-07-01,1061_2022-07-01,0.02080717058823527,-0.07767369999999985,-3.7330255774380916,1.4047648731025046,1.400648470749351,1.3965938379365166,1.3924364087843784,1.3891587,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.396559572490082,1.3927355029117077,1.392729648906965,1.3890786911201491,0.004106138212453048,0.004936165226322677,0.0037262328645549115,0.00592894595919364,0.030382541388035644,1.4047648731025046,1.4474452
1063,2022-07-01,1063_2022-07-01,0.03777957647058824,0.17080739999999994,4.5211570895448006,1.3332440089565827,1.3295652018640707,1.3250840956120382,1.321246910861543,1.3168087,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3252987361125506,1.3319168680562754,1.321046568824527,1.3380659344122634,0.004163297276062491,0.025018620190194057,0.004141333822891508,0.028602309959373344,0.05739076307817048,1.3332440089565827,1.4097599
1065,2022-07-01,1065_2022-07-01,0.025361692352941168,-0.026420059999999967,-1.0417309551874625,1.1510405777612385,1.1474585978151028,1.1444693426939547,1.1414696301248892,1.1384697,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1444658568779822,1.136660278438991,1.1414695576062812,1.131825512136474,0.0029944853667569805,0.010815043661556887,0.0029998213476238574,0.011485526503249698,0.00441324340506033,1.1510405777612385,1.1561204
1067,2022-07-01,1067_2022-07-01,0.0444277941176471,-0.13296889999999983,-2.9929214952219168,2.440520658043495,2.4345125734179813,2.4288102310336557,2.4231452855412456,2.4174528,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.428822696664294,2.4412830649988138,2.423136105524967,2.4479808027624834,0.005683654190966669,0.026795971425284434,0.0056787210818966755,0.029636961490595953,0.002627858090595625,2.440520658043495,2.446934
1069,2022-07-01,1069_2022-07-01,0.025862694117647047,0.18419639999999982,7.1220886409632005,3.4296417355023725,3.4218697187657994,3.413667750084089,3.4054404672160286,3.3971534,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4136593120219723,3.3976706226776527,3.405420539100039,3.3940534528833535,0.008214629025223063,0.023780928546403873,0.00825719307769123,0.020831675205018354,0.013562689075106604,3.4296417355023725,3.4761569
1071,2022-07-01,1071_2022-07-01,0.015299023529411756,0.08563750000000003,5.5975794687396485,1.8016871976798317,1.796921086851955,1.7920555456829832,1.7873124023574807,1.7823961,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7920963449641398,1.7789029391487368,1.7872546826801547,1.7693598080067439,0.004804472173367424,0.017709119766243432,0.004829981510994854,0.021150936701066023,-0.0025649278552807298,1.8016871976798317,1.797066
1073,2022-07-01,1073_2022-07-01,0.03473911176470601,0.0957713,2.756872445348503,6.397511841892876,6.386351427022819,6.375676729031136,6.364938509809705,6.3547935,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.375655555287888,6.356460677643944,6.36513624628028,6.341882289806807,0.01070647430946519,0.024162122993036616,0.010443018647658373,0.028516014620902395,0.013066714087142772,6.397511841892876,6.4811063
1075,2022-07-01,1075_2022-07-01,0.021471732352941177,-0.12921088999999997,-6.017720781728205,0.8797832261770846,0.8770072138678549,0.874495759338703,0.8718796071236945,0.86932397,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8744608601100842,0.8839196683883754,0.8718997788207993,0.8823449394103996,0.002563981512765,0.018023853874725652,0.002585953675918338,0.019127532995232083,0.03015883121369578,0.8797832261770846,0.90631646
1077,2022-07-01,1077_2022-07-01,0.04456252941176467,-0.059261299999999295,-1.329845966606063,4.1908467348728715,4.183411403185328,4.1758624437384535,4.168927928704769,4.1623073,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17606725854285,4.176513229271426,4.169032557481074,4.1863772787405376,0.007243909171527338,0.021125029889380597,0.006778177544750132,0.03454517547157025,-0.01353154588092842,4.1908467348728715,4.1341381
1079,2022-07-01,1079_2022-07-01,0.016768217647058794,-0.046376799999999996,-2.7657560854796426,1.3575085851778803,1.3535306585928348,1.349612423620878,1.346464593988903,1.3432951,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349869225400872,1.3455670793671028,1.3464573725365938,1.3434891029349636,0.0035400250864054787,0.006898858520753821,0.0031586680016657764,0.005812628779891595,0.0009364322524363367,1.3575085851778803,1.3587798
1081,2022-07-01,1081_2022-07-01,0.029116594117647037,0.020510499999999876,0.7044264833011096,3.8967306524795586,3.8885531914043763,3.8798207533765106,3.8718366716423462,3.8625312,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.880070205474411,3.870948719403872,3.8713962083396187,3.8636798875031424,0.008361051249725596,0.020822475026844794,0.008653188425700172,0.021058905361753918,0.028643228766509488,3.8967306524795586,4.0083456
1083,2022-07-01,1083_2022-07-01,0.02939664705882353,0.005468599999999935,0.1860280184014561,2.937134959433766,2.931180900549285,2.9251231734753835,2.9191037143343395,2.9130609,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9251359294530026,2.928088414726501,2.9190959292699077,2.934700281301621,0.006038603212153488,0.025471757855826553,0.006031140506086242,0.030986838732897384,0.017641184787852815,2.937134959433766,2.9889495
1085,2022-07-01,1085_2022-07-01,0.015797570588235298,-0.21772539999999996,-13.782207763144514,1.4000814216611028,1.3959787432918724,1.3927089516948157,1.3894606039246462,1.3861899,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3927160996371113,1.4061536998185558,1.3894531518731539,1.4082924926032436,0.00325907556255507,0.025332759890241016,0.0032595322363355777,0.02483880501277227,-0.0006688337168218039,1.4000814216611028,1.399145
1087,2022-07-01,1087_2022-07-01,0.028281694117647072,0.1293662,4.57420264365559,1.8230348723614136,1.8182122892537866,1.8132890976834806,1.8084897542135738,1.8035152,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8133303803836138,1.7880402401918067,1.8084313506323515,1.769610275316176,0.0048613989856964536,0.03828271416413324,0.004887210576146357,0.04657231264413694,0.039656744220663454,1.8230348723614136,1.8953305
1089,2022-07-01,1089_2022-07-01,0.047165788235294125,0.03963379999999983,0.8403082293945824,6.507395972922091,6.496338935325059,6.485638490678855,6.47511945140429,6.4651842,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4856989591360685,6.478526962901367,6.475314047361048,6.473222457013858,0.0106098711958207,0.03676903380784893,0.010228533740656536,0.03597259558624256,0.0047964849853594504,6.507395972922091,6.5386086
