cfips,first_day_of_month,row_id,diff_abs,diff,diff_1_2,mb_dens_shift1,mb_dens_shift2,mb_dens_shift3,mb_dens_shift4,mb_dens_shift5,mb_dens_shift6,mb_dens_shift7,mb_dens_shift8,mb_dens_shift9,mb_dens_shift10,mb_dens_shift11,mb_dens_shift12,cfips_amount,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,rolling_lag_mean_t3_shift2,rolling_lag_std_t3_shift2,target,shift_target,microbusiness_density
1021,2023-05-01,1021_2023-05-01,0.022360358823529387,-0.1526033,-6.82472500572837,1.8223570430048723,1.8161657939165687,1.8104971315152203,1.8054717742371944,1.8012922,1.8340429,1.8132015,1.7685415,1.7655641,1.8102242,1.7625867,1.7209039,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8107115665563278,0.005350233734691541,0.0,1.8223570430048723,
1023,2023-05-01,1023_2023-05-01,0.024470641176470576,-0.16469679999999998,-6.730383515997204,1.6810334454719933,1.6755534789231554,1.6685558485587806,1.6612980348766555,1.6557264,1.6753209,1.6851181,1.6459292,1.6361321,1.6557264,1.587146,1.5185657,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.668469120786197,0.00712811774036192,0.0,1.6810334454719933,
1025,2023-05-01,1025_2023-05-01,0.025828376470588235,0.03715299999999999,1.4384566541496535,1.4666707278189017,1.413432329411673,1.3720228937276258,1.3438604725978611,1.3205731,1.3473054,1.3526518,1.3526518,1.3473054,1.3205731,1.2189906,1.0853293,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37643856524572,0.03499549158602193,0.0,1.4666707278189017,
1027,2023-05-01,1027_2023-05-01,0.033510223529411756,0.056823599999999974,1.69570936911615,1.5985993827187193,1.592037136150932,1.586288207684245,1.5802700356923913,1.5734597,1.5924171,1.5829384,1.6208531,1.6208531,1.6492891,1.6872038,1.6777251,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5861984598425227,0.005884063587913511,0.0,1.5985993827187193,
1029,2023-05-01,1029_2023-05-01,0.020559841176470604,-0.11271999999999993,-5.482532624279249,1.3823415604475389,1.375540865016211,1.3666512266153847,1.353079087758602,1.3469176,1.3469176,1.3555517,1.3641858,1.3469176,1.3555517,1.3210154,1.3210154,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3650903931300657,0.011311941047811684,0.0,1.3823415604475389,
1031,2023-05-01,1031_2023-05-01,0.019593147058823496,-0.03806809999999983,-1.9429293255294788,2.264432738740642,2.2576821163085667,2.2516231024782454,2.2461934351707225,2.2413878,2.2113023,2.2163165,2.1987665,2.1511307,2.1962593,2.1185379,2.1034949,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2518328846525115,0.005747212802054252,0.0,2.264432738740642,
1033,2023-05-01,1033_2023-05-01,0.023222076470588292,0.011569300000000116,0.4982026484433081,2.4818704706087846,2.4718799448085553,2.460888624189796,2.449810343945299,2.441494,2.4391928,2.441494,2.3977726,2.3586533,2.3655567,2.3425455,2.3402443,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4608596376478835,0.011034828985126643,0.0,2.4818704706087846,
1035,2023-05-01,1035_2023-05-01,0.01948632529411766,-0.20429014,-10.483769357051075,1.0498944580186347,1.0447699816579064,1.0378278154151455,1.0307739700021081,1.013234,1.095947,1.095947,1.1373036,1.1579818,1.1476427,1.0545906,1.1373036,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0377905890250532,0.006998080088107989,0.0,1.0498944580186347,
1037,2023-05-01,1037_2023-05-01,0.01700779647058824,-0.12282271,-7.221553374794824,0.8151872332271399,0.8100512757635469,0.8047115071469098,0.7996620772133816,0.79480577,0.80600023,0.82838911,0.8171947,0.8171947,0.79480577,0.75002801,0.72763908,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8048082867079461,0.005195275386467628,0.0,0.8151872332271399,
1039,2023-05-01,1039_2023-05-01,0.013613411764705855,-0.08265319999999998,-6.071453756675953,1.7444068701212754,1.7382299019869096,1.7334009801978068,1.7279135082332464,1.7224748,1.6914703,1.6845804,1.6673557,1.6742456,1.6811354,1.6604657,1.6501309,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7331814634726541,0.005161698917469965,0.0,1.7444068701212754,
1041,2023-05-01,1041_2023-05-01,0.03228071176470588,0.10243990000000003,3.1734089615707517,1.0616514789716938,1.0548222021631248,1.0474654394653549,1.0402850938746813,1.0333271,1.0519457,1.0612549,1.0798734,1.0798734,1.1915845,1.1171104,1.1078012,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0475242451677202,0.007268732553234444,0.0,1.0616514789716938,
1043,2023-05-01,1043_2023-05-01,0.02453284705882354,-0.04209020000000008,-1.7156671583643945,2.7663201176347756,2.758719935282881,2.751591410349772,2.744353954499804,2.7367802,2.7058387,2.6872737,2.6841795,2.6748972,2.6733501,2.6238437,2.5836196,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7515551000441523,0.007183059222485613,0.0,2.7663201176347756,
1045,2023-05-01,1045_2023-05-01,0.014566576470588247,-0.3034941,-20.83496424934114,1.8121180032321649,1.8048755646920736,1.7996557668201472,1.7939404884347052,1.7885365,1.770098,1.7595617,1.772732,1.7753662,1.806975,1.7621957,1.6963439,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799490606648975,0.00546940870665083,0.0,1.8121180032321649,
1047,2023-05-01,1047_2023-05-01,0.01350679411764707,-0.10094209999999992,-7.47343145388703,1.507876721574819,1.5017155478702144,1.4968181209218037,1.4906278999243683,1.4842941,1.463583,1.4739386,1.4670348,1.4739386,1.4981015,1.4670348,1.4394201,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4963871895721288,0.005556371173157988,0.0,1.507876721574819,
1049,2023-05-01,1049_2023-05-01,0.019580947058823555,-0.03903340000000011,-1.9934377986283813,2.308713280238045,2.297567750587968,2.2925950010944818,2.285057870715247,2.2806304,2.2713821,2.2713821,2.2473364,2.2510357,2.2713821,2.2750814,2.3028262,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.291740207465899,0.006298593312641755,0.0,2.308713280238045,
1051,2023-05-01,1051_2023-05-01,0.030529547058823523,-0.012715500000000102,-0.41649815424710407,3.300553393893264,3.2903738496890766,3.2804108864194017,3.269038952803361,3.2578328,3.2578328,3.2452056,3.2388918,3.3998895,3.4046247,3.3541157,3.3272827,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2799412296372794,0.01067519973587664,0.0,3.300553393893264,
1053,2023-05-01,1053_2023-05-01,0.019425352941176494,0.15294249999999998,7.873344719302538,1.9792199896995764,1.971593753913071,1.963121689230646,1.95551511318312,1.948416,1.9449117,1.948416,1.9133726,1.8888421,1.9133726,1.8643117,1.8397813,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.963410185442279,0.008043201755449035,0.0,1.9792199896995764,
1055,2023-05-01,1055_2023-05-01,0.01935553529411762,-0.08935329999999997,-4.6164210207689536,2.770537038841015,2.761521071257442,2.754046977936548,2.7428276037954475,2.7327421,2.7364635,2.7364635,2.7277801,2.7240589,2.7302611,2.5714817,2.4610806,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7527985509964794,0.00940905727511657,0.0,2.770537038841015,
1057,2023-05-01,1057_2023-05-01,0.02314176470588234,-0.13831249999999984,-5.97674817620294,1.0581600643263742,1.0526240584224236,1.0469693666484339,1.0412980621333492,1.035949,1.04368,1.0514109,1.0668728,1.04368,1.0514109,1.0204871,1.028218,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.046963829068069,0.005663000175133452,0.0,1.0581600643263742,
1059,2023-05-01,1059_2023-05-01,0.035148841176470595,-0.30107720000000016,-8.565778840001924,1.9818459784718214,1.97614667159409,1.9706322046564027,1.9640553844445154,1.9576406,1.9196693,1.9323264,1.9281074,1.982955,2.063117,2.0040503,2.0082693,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9702780868983358,0.006053416867650475,0.0,1.9818459784718214,
1061,2023-05-01,1061_2023-05-01,0.02080717058823527,-0.07767369999999985,-3.7330255774380916,1.5016252227097506,1.4954558865407717,1.489980342613348,1.4835131437503655,1.4765882,1.4571595,1.4523023,1.4377307,1.4231591,1.4474452,1.4183019,1.4037303,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4896497909681619,0.005978229222108294,0.0,1.5016252227097506,
1063,2023-05-01,1063_2023-05-01,0.03777957647058824,0.17080739999999994,4.5211570895448006,1.5216135678784144,1.5147826449341593,1.5076072766511657,1.5001221818023687,1.4872192,1.4252517,1.4407436,1.4252517,1.3787762,1.4097599,1.3787762,1.3323005,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5075040344625645,0.007330776836157747,0.0,1.5216135678784144,
1065,2023-05-01,1065_2023-05-01,0.025361692352941168,-0.026420059999999967,-1.0417309551874625,1.17704120023792,1.1704283909470894,1.164742855268178,1.1604941838191738,1.1561204,1.173771,1.1825964,1.147295,1.1296444,1.1561204,1.1384697,1.1119937,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1652218100114804,0.004984392244755516,0.0,1.17704120023792,
1067,2023-05-01,1067_2023-05-01,0.0444277941176471,-0.13296889999999983,-2.9929214952219168,2.5432166403292933,2.5356304027310608,2.5289523177540394,2.5203962216881104,2.5132666,2.4985259,2.4543042,2.4543042,2.4837854,2.446934,2.424823,2.4027123,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5283263140577366,0.007636358980769762,0.0,2.5432166403292933,
1069,2023-05-01,1069_2023-05-01,0.025862694117647047,0.18419639999999982,7.1220886409632005,3.492772084557363,3.474434127066034,3.4622287243239547,3.448151394572296,3.4354208,3.4119666,3.4243109,3.4527028,3.4452963,3.4761569,3.384809,3.3625894,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461604748654095,0.013152471861282494,0.0,3.492772084557363,
1071,2023-05-01,1071_2023-05-01,0.015299023529411756,0.08563750000000003,5.5975794687396485,1.7554803329649096,1.7493744605956523,1.7435778692019008,1.738153356835817,1.7334963,1.7359413,1.7799511,1.814181,1.794621,1.797066,1.7726161,1.7701712,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7437018955444568,0.005611579928813095,0.0,1.7554803329649096,
1073,2023-05-01,1073_2023-05-01,0.03473911176470601,0.0957713,2.756872445348503,6.607036044091071,6.58462959591102,6.562431069983883,6.540378404437436,6.5194721,6.5230136,6.5080609,6.4791389,6.4677272,6.4811063,6.3809609,6.3732877,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56247969011078,0.022125635802037257,0.0,6.607036044091071,
1075,2023-05-01,1075_2023-05-01,0.021471732352941177,-0.12921088999999997,-6.017720781728205,0.9514881977693371,0.9452821775832749,0.9343633278006064,0.9256086855071093,0.9155646,0.9155646,0.93406087,0.93406087,0.93406087,0.90631646,0.92481273,0.89706832,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9350847302969969,0.009856565770545481,0.0,0.9514881977693371,
1077,2023-05-01,1077_2023-05-01,0.04456252941176467,-0.059261299999999295,-1.329845966606063,4.067239886314334,4.055639111100002,4.04401918360481,4.032466879709127,4.021462,4.0415831,4.0402412,4.1032863,4.0684104,4.1341381,4.1824279,4.151576,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0440417248046465,0.011586132140931136,0.0,4.067239886314334,
1079,2023-05-01,1079_2023-05-01,0.016768217647058794,-0.046376799999999996,-2.7657560854796426,1.3574667739579567,1.3504778884570936,1.3424682553837701,1.3371460532911477,1.3316816,1.3510375,1.3549086,1.3471663,1.339424,1.3587798,1.339424,1.3355528,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3433640657106707,0.006710910096948074,0.0,1.3574667739579567,
1081,2023-05-01,1081_2023-05-01,0.029116594117647037,0.020510499999999876,0.7044264833011096,4.088662227821218,4.07506141362258,4.06161681623976,4.04803294862257,4.0339408,4.0424724,4.0300627,4.0129991,3.9881797,4.0083456,3.928458,3.8989847,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.061570392828303,0.013514292301650169,0.0,4.088662227821218,
1083,2023-05-01,1083_2023-05-01,0.02939664705882353,0.005468599999999935,0.1860280184014561,3.005623951665257,2.996813390775578,2.987968962158163,2.9782198800322615,2.9703102,2.9649847,2.9556651,2.9237118,2.9077353,2.9889495,2.962322,2.9356942,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.987667410988667,0.009300422585631771,0.0,3.005623951665257,
1085,2023-05-01,1085_2023-05-01,0.015797570588235298,-0.21772539999999996,-13.782207763144514,1.4090520191129123,1.4014494324337814,1.396525835931837,1.3918066582987845,1.3861899,1.3861899,1.4121,1.3473247,1.3473247,1.399145,1.3473247,1.399145,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.396593975554801,0.004821748179944696,0.0,1.4090520191129123,
1087,2023-05-01,1087_2023-05-01,0.028281694117647072,0.1293662,4.57420264365559,1.9572671531985313,1.9502528279474587,1.9393703348772064,1.9287042097551634,1.9215635,1.8625393,1.8822141,1.8559811,1.8297482,1.8953305,1.8428646,1.8559811,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9394424575266094,0.010774490139073679,0.0,1.9572671531985313,
1089,2023-05-01,1089_2023-05-01,0.047165788235294125,0.03963379999999983,0.8403082293945824,6.707569354155629,6.685671335627102,6.663785539876172,6.6430669892016825,6.6231689,6.5904584,6.5793228,6.5413928,6.5299091,6.5386086,6.4213386,6.4035912,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.664174621568319,0.021304837995329742,0.0,6.707569354155629,
1091,2023-05-01,1091_2023-05-01,0.017925682352941192,0.020109799999999955,1.1218429292707175,1.4169876610972072,1.4104799411249025,1.4053400915254834,1.3995529206930135,1.3886052,1.3613777,1.3613777,1.340957,1.340957,1.3954122,1.3205364,1.340957,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.405124317781133,0.005466704913502573,0.0,1.4169876610972072,
1093,2023-05-01,1093_2023-05-01,0.02597453529411764,-0.1314004999999998,-5.058820052490318,1.6499757680807459,1.6437122437237746,1.6372550409887943,1.6300088250104154,1.6226064,1.6226064,1.6310794,1.6268429,1.6226064,1.6522623,1.6268429,1.6183698,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.636992036574328,0.006855494117857538,0.0,1.6499757680807459,
1095,2023-05-01,1095_2023-05-01,0.0183536352941176,0.05713800000000013,3.1131707198253555,2.854177297662129,2.8455592510119265,2.837726807989499,2.8278542180340978,2.8191473,2.7872536,2.7775466,2.7567463,2.7511995,2.744266,2.6887982,2.6582911,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.837046759011841,0.008872085332398747,0.0,2.854177297662129,
1097,2023-05-01,1097_2023-05-01,0.05216741764705883,-0.1764133000000001,-3.381675918741709,4.11791604850455,4.106990557246935,4.096332900406684,4.086479157959898,4.0755191,4.1074009,4.1089792,4.1096106,4.0928807,4.0180683,3.9262106,3.9047456,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.096600871871172,0.010258324995199053,0.0,4.11791604850455,
