cfips,first_day_of_month,row_id,state,diff_abs,diff,diff_1_2,mb_dens_shift1,active_shift1,mb_dens_shift2,active_shift2,mb_dens_shift3,active_shift3,mb_dens_shift4,active_shift4,mb_dens_shift5,active_shift5,cfips_amount,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,rolling_lag_mean_t3_shift2,rolling_lag_min_t3_shift2,rolling_lag_mean_t6_shift2,rolling_lag_min_t6_shift2,rolling_lag_mean_t3_shift3,rolling_lag_min_t3_shift3,rolling_lag_mean_t6_shift3,rolling_lag_min_t6_shift3,rolling_lag_std_t6_shift1,target,shift_target,microbusiness_density,state_rolling_lag_mean_t3_shift2,state_rolling_lag_min_t3_shift2,state_rolling_lag_mean_t6_shift2,state_rolling_lag_min_t6_shift2,state_rolling_lag_mean_t3_shift3,state_rolling_lag_min_t3_shift3,state_rolling_lag_mean_t6_shift3,state_rolling_lag_min_t6_shift3
1021,2023-05-01,1021_2023-05-01,Alabama,0.022360358823529387,-0.1526033,-6.82472500572837,1.8089394947793855,,1.807482496089756,,1.8059766288256884,,1.8036830786595295,,1.8012922,605.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8057140678583246,1.8036830786595295,1.8109464672624958,1.8012922,1.8036506358284061,1.8012922,1.8044563012475363,1.7685415,0.011975857183600003,0.0,1.8089394947793855,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1023,2023-05-01,1023_2023-05-01,Alabama,0.024470641176470576,-0.16469679999999998,-6.730383515997204,1.6628322041932266,,1.661492886681737,,1.6601086476902402,,1.6579240672722948,,1.6557264,169.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6598418672147572,1.6579240672722948,1.6659485002740453,1.6557264,1.6579197049875116,1.6557264,1.6633545524937559,1.6459292,0.006893700732286548,0.0,1.6628322041932266,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1025,2023-05-01,1025_2023-05-01,Alabama,0.025828376470588235,0.03715299999999999,1.4384566541496535,1.3382134229271012,,1.3371355675265881,,1.336021560235721,,1.3315925742745311,,1.3205731,247.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3349165673456136,1.3315925742745311,1.33754666700614,1.3205731,1.3293957448367506,1.3205731,1.3401327057517085,1.3205731,0.008797512470027743,0.0,1.3382134229271012,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1027,2023-05-01,1027_2023-05-01,Alabama,0.033510223529411756,0.056823599999999974,1.69570936911615,1.5802175504130076,,1.578944774343423,,1.5776293086320825,,1.5755516710001278,,1.5734597,166.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5773752513252113,1.5755516710001278,1.5801568256626055,1.5734597,1.5755468932107366,1.5734597,1.5871415466053687,1.5734597,0.006678331072802368,0.0,1.5802175504130076,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1029,2023-05-01,1029_2023-05-01,Alabama,0.020559841176470604,-0.11271999999999993,-5.482532624279249,1.3526690844720064,,1.3515795858518116,,1.350453544820975,,1.3487053813194243,,1.3469176,156.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35024617066407,1.3487053813194243,1.350020901998702,1.3469176,1.348692175380133,1.3469176,1.3521219376900664,1.3469176,0.0024181064814512753,0.0,1.3526690844720064,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1031,2023-05-01,1031_2023-05-01,Alabama,0.019593147058823496,-0.03806809999999983,-1.9429293255294788,2.2508840437440605,,2.2490710836579395,,2.2471973158473144,,2.2443628232964703,,2.2413878,894.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2468770742672413,2.2443628232964703,2.2349396371336208,2.2113023,2.2443159797145946,2.2413878,2.2265555398572974,2.1987665,0.014792694180849556,0.0,2.2508840437440605,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1033,2023-05-01,1033_2023-05-01,Alabama,0.023222076470588292,0.011569300000000116,0.4982026484433081,2.451899292792812,,2.4499244262663122,,2.447883321580134,,2.444738039657759,,2.441494,1061.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4475152625014016,2.444738039657759,2.4441210979173675,2.4391928,2.4447051204126313,2.441494,2.435429126872982,2.3977726,0.004936772702790261,0.0,2.451899292792812,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1035,2023-05-01,1035_2023-05-01,Alabama,0.01948632529411766,-0.20429014,-10.483769357051075,1.0186537326482725,,1.01775783787122,,1.0168268181026217,,1.0151235053801053,,1.013234,98.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0165693871179824,1.0151235053801053,1.042472693558991,1.013234,1.0150614411609091,1.013234,1.062396987247121,1.013234,0.03256547394578291,0.0,1.0186537326482725,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1037,2023-05-01,1037_2023-05-01,Alabama,0.01700779647058824,-0.12282271,-7.221553374794824,0.7990571421220414,,0.7983543801360496,,0.7976240652393268,,0.7962879446788538,,0.79480577,71.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7974221300180767,0.7962879446788538,0.8035769166757051,0.79480577,0.7962392599727268,0.79480577,0.8067169699863636,0.79480577,0.003890506594104468,0.0,0.7990571421220414,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1039,2023-05-01,1039_2023-05-01,Alabama,0.013613411764705855,-0.08265319999999998,-6.071453756675953,1.7297977757158935,,1.728404521215223,,1.726964536156892,,1.7247610632952597,,1.7224748,500.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7267100402224582,1.7247610632952597,1.7131092701112294,1.6845804,1.7247334664840508,1.7224748,1.7029344665753587,1.6673557,0.01452840854131899,0.0,1.7297977757158935,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1041,2023-05-01,1041_2023-05-01,Alabama,0.03228071176470588,0.10243990000000003,3.1734089615707517,1.0391995210187686,,1.038285556446356,,1.0373357584270908,,1.0354034835006682,,1.0333271,111.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0370082661247049,1.0354034835006682,1.042925416395686,1.0333271,1.035355447309253,1.0333271,1.0498567236546263,1.0333271,0.006567408179668678,0.0,1.0391995210187686,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1043,2023-05-01,1043_2023-05-01,Alabama,0.02453284705882354,-0.04209020000000008,-1.7156671583643945,2.748375307215771,,2.746161645988969,,2.7438737372908326,,2.7404127640981533,,2.7367802,1769.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7434827157926516,2.7404127640981533,2.7267234578963255,2.6872737,2.740355567129662,2.7367802,2.716393100231498,2.6841795,0.01576865052106304,0.0,2.748375307215771,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1045,2023-05-01,1045_2023-05-01,Alabama,0.014566576470588247,-0.3034941,-20.83496424934114,1.7948726134495576,,1.7934269448390843,,1.7919327876715476,,1.7902509238614688,,1.7885365,679.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7918702187907003,1.7902509238614688,1.7823011427286832,1.7595617,1.7902400705110055,1.7885365,1.7788519852555027,1.7595617,0.009140888626039035,0.0,1.7948726134495576,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1047,2023-05-01,1047_2023-05-01,Alabama,0.01350679411764707,-0.10094209999999992,-7.47343145388703,1.4906641761428707,,1.4894635302630135,,1.488222614029469,,1.486264222941828,,1.4842941,430.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48798345574477,1.486264222941828,1.4809610112057185,1.463583,1.4862603123237657,1.4842941,1.4772228894952162,1.463583,0.01013686120285719,0.0,1.4906641761428707,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1049,2023-05-01,1049_2023-05-01,Alabama,0.019580947058823555,-0.03903340000000011,-1.9934377986283813,2.2902929055996624,,2.288448203899049,,2.2865416298419166,,2.2836575105119064,,2.2806304,1233.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.286215781417624,2.2836575105119064,2.2803403240421454,2.2713821,2.2836098467846075,2.2806304,2.2734883567256374,2.2473364,0.006855397033617892,0.0,2.2902929055996624,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1051,2023-05-01,1051_2023-05-01,Alabama,0.030529547058823523,-0.012715500000000102,-0.41649815424710407,3.2716495236610053,,3.269014394579763,,3.266290881752827,,3.2621389571415924,,3.2578328,2064.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.265814744491394,3.2621389571415924,3.259719238912364,3.2452056,3.26208754629814,3.2578328,3.2546988064824034,3.2388918,0.005802475209219339,0.0,3.2716495236610053,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1053,2023-05-01,1053_2023-05-01,Alabama,0.019425352941176494,0.15294249999999998,7.873344719302538,1.9569911455327575,,1.9554148995925882,,1.9537857854565805,,1.9511233572972393,,1.948416,556.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9534413474488026,1.9511233572972393,1.9503446237244013,1.9449117,1.9511083809179397,1.948416,1.943337573792303,1.9133726,0.004545606650109424,0.0,1.9569911455327575,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1055,2023-05-01,1055_2023-05-01,Alabama,0.01935553529411762,-0.08935329999999997,-4.6164210207689536,2.744290885099969,,2.742080513644709,,2.7397960050589454,,2.7363693042752906,,2.7327421,2203.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739415274326315,2.7363693042752906,2.7373191538298243,2.7327421,2.7363024697780784,2.7327421,2.7349357515557062,2.7277801,0.00423751883444126,0.0,2.744290885099969,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1057,2023-05-01,1057_2023-05-01,Alabama,0.02314176470588234,-0.13831249999999984,-5.97674817620294,1.0414902339274497,,1.0405742546981769,,1.0396223630341983,,1.0378808649088116,,1.035949,134.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0393591608803956,1.0378808649088116,1.041519563773531,1.035949,1.0378174093143366,1.035949,1.0459026546571684,1.035949,0.0027213733953660346,0.0,1.0414902339274497,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1059,2023-05-01,1059_2023-05-01,Alabama,0.035148841176470595,-0.30107720000000016,-8.565778840001924,1.9653961092869874,,1.9638130936227827,,1.9621769827023001,,1.9599026518404443,,1.9576406,464.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.961964242721842,1.9599026518404443,1.9492548380275878,1.9196693,1.9599067448475813,1.9576406,1.9433038890904575,1.9196693,0.017413779934392463,0.0,1.9653961092869874,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1061,2023-05-01,1061_2023-05-01,Alabama,0.02080717058823527,-0.07767369999999985,-3.7330255774380916,1.4829252050892638,,1.4817307925139018,,1.4804963186534719,,1.478548094800129,,1.4765882,304.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4802584019891676,1.478548094800129,1.471137534327917,1.4523023,1.4785442044845336,1.4765882,1.4638041855756,1.4377307,0.009617390832530522,0.0,1.4829252050892638,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1063,2023-05-01,1063_2023-05-01,Alabama,0.03777957647058824,0.17080739999999994,4.5211570895448006,1.4938213140094372,,1.492618125233177,,1.4913745808130208,,1.4893032292079205,,1.4872192,96.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491098645084706,1.4893032292079205,1.471085072542353,1.4252517,1.4892990033403137,1.4872192,1.4598573350034902,1.4252517,0.026891046461876494,0.0,1.4938213140094372,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1065,2023-05-01,1065_2023-05-01,Alabama,0.025361692352941168,-0.026420059999999967,-1.0417309551874625,1.1626906580888345,,1.161668084416816,,1.1606054191040103,,1.1584435262620965,,1.1561204,131.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160239009927641,1.1584435262620965,1.1655341382971536,1.1561204,1.158389781788702,1.1561204,1.1631386242276844,1.147295,0.006132298157850919,0.0,1.1626906580888345,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1067,2023-05-01,1067_2023-05-01,Alabama,0.0444277941176471,-0.13296889999999983,-2.9929214952219168,2.5239270420690056,,2.521894161254789,,2.5197930964483017,,2.5166024915780842,,2.5132666,341.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5194299164270584,2.5166024915780842,2.504064408213529,2.4543042,2.516554062675462,2.5132666,2.4927994146710644,2.4543042,0.009213955384941649,0.0,2.5239270420690056,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
1069,2023-05-01,1069_2023-05-01,Alabama,0.025862694117647047,0.18419639999999982,7.1220886409632005,3.4504881396300795,,3.4477089661350386,,3.4448365775617793,,3.4402319957035083,,3.4354208,2783.0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4442591798001083,3.4402319957035083,3.434079306566721,3.4119666,3.4401631244217623,3.4354208,3.434911612210881,3.4119666,0.014036775288885153,0.0,3.4504881396300795,,2.3069680823770438,2.2801959655296478,2.3060601554659126,2.247914756350068,2.302532060595721,2.2747280889837596,2.301158556465738,2.2411598902558634
