cfips,first_day_of_month,row_id,diff_abs,diff,diff_1_2,mb_dens_shift1,mb_dens_shift2,mb_dens_shift3,mb_dens_shift4,mb_dens_shift5,cfips_amount,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,rolling_lag_mean_t3_shift2,rolling_lag_mean_t6_shift2,rolling_lag_mean_t3_shift3,rolling_lag_mean_t6_shift3,rolling_lag_std_t3_shift2,rolling_lag_std_t6_shift2,rolling_lag_std_t3_shift3,rolling_lag_std_t6_shift3,target,shift_target,microbusiness_density
1021,2022-07-01,1021_2022-07-01,0.022360358823529387,-0.1526033,-6.82472500572837,1.7062074115934516,1.701859276865522,1.6973256098324556,1.6926889189096592,1.6881531,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.697291268535879,1.6876623842679395,1.6927225429140382,1.6793034381236858,0.004585275428270906,0.012775489457853225,0.0045863473578471245,0.017252085937921942,0.06096374198105581,1.7062074115934516,1.8102242
1023,2022-07-01,1023_2022-07-01,0.024470641176470576,-0.16469679999999998,-6.730383515997204,1.496373514726171,1.4893846040305132,1.486172814468181,1.4827807795211283,1.4793769,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4861127326732742,1.4800159996699704,1.4827768313297698,1.4756010323315516,0.0033023221987296125,0.013684542818352605,0.003397958954408286,0.014316051631755212,0.10649271970239993,1.496373514726171,1.6557264
1025,2022-07-01,1025_2022-07-01,0.025828376470588235,0.03715299999999999,1.4384566541496535,1.0918083305776398,1.085398986993624,1.0816154938345641,1.0779238417279071,1.0746365,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0816461075186983,1.0830505370926826,1.0780586118541569,1.0702238892604117,0.0037376666630607857,0.006128929097075872,0.0034914482633912223,0.030861084944649616,0.20952832380508424,1.0918083305776398,1.3205731
1027,2022-07-01,1027_2022-07-01,0.033510223529411756,0.056823599999999974,1.69570936911615,1.695624118555808,1.6855564726342358,1.6837041033983426,1.683162605136095,1.6777251,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.684141060389558,1.6159534468614456,1.6815306028448127,1.5844196847557397,0.0012553282274196146,0.10361010816127834,0.0033067648870427875,0.10692845651505394,-0.02732623229921516,1.695624118555808,1.6492891
1029,2022-07-01,1029_2022-07-01,0.020559841176470604,-0.11271999999999993,-5.482532624279249,1.3128825985022337,1.3073226036940877,1.3009807894316698,1.2979278093093167,1.2951131,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302077067478358,1.295176800405846,1.2980072329136623,1.2911687164568313,0.004792380363634435,0.011063885356041525,0.0029346508988819502,0.01009765431809491,0.032500317657073285,1.3128825985022337,1.3555517
1031,2022-07-01,1031_2022-07-01,0.019593147058823496,-0.03806809999999983,-1.9429293255294788,2.1128125588534967,2.108066895272127,2.1033891539935152,2.0986225530645757,2.0934663,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.103359534110073,2.099316283721703,2.0984926690193633,2.0939691345096816,0.0047222407749333345,0.0073063315977062475,0.004962701909549401,0.010613035758614095,0.039495572286727176,2.1128125588534967,2.1962593
1033,2022-07-01,1033_2022-07-01,0.023222076470588292,0.011569300000000116,0.4982026484433081,2.319402934677371,2.3124011428352413,2.305053606295167,2.2973570726009687,2.2896197,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.304937273910459,2.2886141202885626,2.2973434596320454,2.277286446482689,0.007522709765856975,0.020800041311564658,0.007716962152736556,0.023576576603574952,0.019898985481386022,2.319402934677371,2.3655567
1035,2022-07-01,1035_2022-07-01,0.01948632529411766,-0.20429014,-10.483769357051075,1.2259579868392854,1.2231046317435168,1.2202132832417445,1.214985565278681,1.2096775,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2194344934213142,1.2104027300439903,1.2149587828401416,1.2023299747534042,0.00411517864167177,0.0112765023077001,0.005267942682202942,0.016494888488159755,-0.06388088962264904,1.2259579868392854,1.1476427
1037,2022-07-01,1037_2022-07-01,0.01700779647058824,-0.12282271,-7.221553374794824,0.7060901324688232,0.7020843698736908,0.6994252626904653,0.6967879877476936,0.69405574,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69943254010395,0.7076319417186415,0.696756330146053,0.7115796150730264,0.002648198562551693,0.016865289799416913,0.0026849013266145717,0.018038368711349714,0.12564350279331205,0.7060901324688232,0.79480577
1039,2022-07-01,1039_2022-07-01,0.013613411764705855,-0.08265319999999998,-6.071453756675953,1.709324522933426,1.7049684444936266,1.700585634205599,1.6959739543947288,1.6914703,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7005093443646515,1.6895881055156592,1.696009962866776,1.6872510314333882,0.004497730332028016,0.015227307260749758,0.0045577737852450055,0.013355687858165086,-0.01649138156928187,1.709324522933426,1.6811354
1041,2022-07-01,1041_2022-07-01,0.03228071176470588,0.10243990000000003,3.1734089615707517,1.0397058825282024,1.0353201882995609,1.0315805702303906,1.0280849930222653,1.0240179,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0316619171840722,1.0201440169253695,1.0278944877508853,1.0121153955421092,0.003618283525418576,0.015604242138205686,0.0037849325551767826,0.01837987973236381,0.14607844393693514,1.0397058825282024,1.1915845
1043,2022-07-01,1043_2022-07-01,0.02453284705882354,-0.04209020000000008,-1.7156671583643945,2.602988518539593,2.5988383842663,2.595005089052045,2.5907997612420144,2.5867138,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5948810781867864,2.59098260576006,2.59083955009802,2.589396991715677,0.004020746081615789,0.007227840671236929,0.004145787729863257,0.006118149524612731,0.02703107637980806,2.602988518539593,2.6733501
1045,2022-07-01,1045_2022-07-01,0.014566576470588247,-0.3034941,-20.83496424934114,1.7318304106337943,1.727590021679497,1.7234493841888314,1.7192180692686565,1.7147825,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.723419158378995,1.717886962522831,1.7191499844858293,1.7127766422429147,0.004186058049292515,0.007263955845358234,0.004333843218080787,0.009510600335307626,0.043390270147009025,1.7318304106337943,1.806975
1047,2022-07-01,1047_2022-07-01,0.01350679411764707,-0.10094209999999992,-7.47343145388703,1.4453709796086136,1.4385828890660972,1.4355111143524462,1.4324452297814791,1.4290645,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435513077733341,1.4279170888666703,1.432340281377975,1.420880957355654,0.003068830113366382,0.00994918154789471,0.003224588311378429,0.014694174302039682,0.036482343381257776,1.4453709796086136,1.4981015
1049,2022-07-01,1049_2022-07-01,0.019580947058823555,-0.03903340000000011,-1.9934377986283813,2.342025989927419,2.3373251322479653,2.3321279032045905,2.3268335574841275,2.3213229,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.332095530978894,2.327061765489447,2.3267614535629058,2.3225757101147866,0.005245862295847176,0.0071144052188438014,0.005402862463022889,0.007801412865825657,-0.030163580690925063,2.342025989927419,2.2713821
1051,2022-07-01,1051_2022-07-01,0.030529547058823523,-0.012715500000000102,-0.41649815424710407,3.3450298120281996,3.337497081402774,3.330171999165912,3.321363803329334,3.308342,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3296776279660065,3.3231345306496696,3.3199592674984153,3.316303550415874,0.008077992789754565,0.013941932603849256,0.010982566028542723,0.015455953860377198,0.01781595122336621,3.3450298120281996,3.4046247
1053,2022-07-01,1053_2022-07-01,0.019425352941176494,0.15294249999999998,7.873344719302538,1.7666241816736865,1.760948157870748,1.7549336029061944,1.7486471455050814,1.7416596,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7548429687606746,1.740667501047004,1.7484134494704253,1.729887858068546,0.006151007008322905,0.018862571195503403,0.006640086495369592,0.02298514809034166,0.08306714005651461,1.7666241816736865,1.9133726
1055,2022-07-01,1055_2022-07-01,0.01935553529411762,-0.08935329999999997,-4.6164210207689536,2.4226175805219254,2.4175702914299686,2.412474698555445,2.40702187710626,2.4015381,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4123556223638913,2.405263244515279,2.4070115585539016,2.3967717792769507,0.005275215212739912,0.014027591200581266,0.0054683065792939375,0.019457428907820404,0.12698806528589457,2.4226175805219254,2.7302611
1057,2022-07-01,1057_2022-07-01,0.02314176470588234,-0.13831249999999984,-5.97674817620294,1.0482233792635502,1.0433968690134043,1.040902989660423,1.0382441261247475,1.035949,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0408479949328584,1.0399038974664292,1.03836537192839,1.0388951692975283,0.0025768116217796742,0.00815123336760449,0.002479219392775152,0.008005716671435821,0.0030408792624805336,1.0482233792635502,1.0514109
1059,2022-07-01,1059_2022-07-01,0.035148841176470595,-0.30107720000000016,-8.565778840001924,1.9044487440777085,1.896122567696561,1.8926609252580842,1.8892075962409045,1.8859168,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8926636963985164,1.8760836648659251,1.8892617738329962,1.8660876035831648,0.0034574865607357513,0.023379451112171178,0.0033723890319637875,0.025794998343791974,0.08331453204802952,1.9044487440777085,2.063117
1061,2022-07-01,1061_2022-07-01,0.02080717058823527,-0.07767369999999985,-3.7330255774380916,1.4069184641681003,1.4044128354907779,1.398386745076356,1.392240590553105,1.3891587,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3983467237067462,1.3936290785200398,1.3932620118764871,1.3893448726049102,0.006086221158338518,0.006449621344685388,0.004698050672642865,0.006390972732374349,0.02880531947234255,1.4069184641681003,1.4474452
1063,2022-07-01,1063_2022-07-01,0.03777957647058824,0.17080739999999994,4.5211570895448006,1.3369893238037214,1.3329833738427281,1.3252414755667663,1.320995108191219,1.3168087,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326406652533571,1.3324708262667857,1.321015094585995,1.3380501972929977,0.006078474837951279,0.02500693344355425,0.004216423310305512,0.028617936158406042,0.054428689070790126,1.3369893238037214,1.4097599
1065,2022-07-01,1065_2022-07-01,0.025361692352941168,-0.026420059999999967,-1.0417309551874625,1.1560175766526186,1.1494241365261129,1.1456327262517234,1.1419048232053475,1.1384697,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145653895327728,1.137254297663864,1.1420024164856903,1.1320919415761785,0.003759701357983643,0.011427333785893891,0.003582510238216942,0.011819618417807709,8.894617993537857e-05,1.1560175766526186,1.1561204
1067,2022-07-01,1067_2022-07-01,0.0444277941176471,-0.13296889999999983,-2.9929214952219168,2.4374295947780173,2.4323311949807778,2.4272177978743215,2.422263701801988,2.4174528,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4272708982190294,2.4405071657761814,2.4223114332254365,2.447568466612718,0.005033956640813144,0.027187578086314494,0.004882673917881161,0.029996283846885283,0.003899355797740922,2.4374295947780173,2.446934
1069,2022-07-01,1069_2022-07-01,0.025862694117647047,0.18419639999999982,7.1220886409632005,3.4376565258321796,3.427695534412591,3.4173907993328654,3.407162892603542,3.3971534,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4174164087829992,3.3995491710581667,3.4072356973121356,3.3949610319894012,0.010266344860639027,0.025632394378973376,0.010118896102520694,0.02175755344345923,0.011199598877464911,3.4376565258321796,3.4761569
1071,2022-07-01,1071_2022-07-01,0.015299023529411756,0.08563750000000003,5.5975794687396485,1.8059178850926785,1.8003329453671244,1.7945449692637871,1.7885609334740293,1.7823961,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7944796160349803,1.780094574684157,1.788500667579272,1.7699828004563027,0.005886278050367855,0.018912302838358482,0.006074658844804658,0.02190920041111599,-0.004901598885391212,1.8059178850926785,1.797066
1073,2022-07-01,1073_2022-07-01,0.03473911176470601,0.0957713,2.756872445348503,6.389506076097716,6.380993741000654,6.372122486334962,6.36336185667149,6.3547935,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.372159361335702,6.354712580667851,6.363425947668817,6.341027140501075,0.008816000004156478,0.022185168166852433,0.008664670945341454,0.02743580012587077,0.01433604144222489,6.389506076097716,6.4811063
1075,2022-07-01,1075_2022-07-01,0.021471732352941177,-0.12921088999999997,-6.017720781728205,0.8815472833719662,0.877231461384684,0.8746418489062332,0.8719968742060755,0.86932397,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874623394832331,0.8840009357494987,0.8719875643707695,0.8823888321853848,0.0026173423825010065,0.017975899532609245,0.002658951676902796,0.019102818022917644,0.02809738864294431,0.8815472833719662,0.90631646
1077,2022-07-01,1077_2022-07-01,0.04456252941176467,-0.059261299999999295,-1.329845966606063,4.1809679520147345,4.1758234047109966,4.170733577615611,4.1666773033050415,4.1623073,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17107809521055,4.174018647605275,4.166572726973551,4.1851473634867755,0.0045827733973973096,0.021066928461271218,0.004214112097541456,0.03514411028287008,-0.011200720156720578,4.1809679520147345,4.1341381
1079,2022-07-01,1079_2022-07-01,0.016768217647058794,-0.046376799999999996,-2.7657560854796426,1.3622214764120575,1.3562526177838392,1.349579098556348,1.346406733531859,1.3432951,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3507461499573488,1.3460055416453411,1.3464269773627358,1.3434739053480345,0.005025620947233359,0.007579061433510933,0.003142048189247625,0.005799722279523895,-0.0025265175095627868,1.3622214764120575,1.3587798
1081,2022-07-01,1081_2022-07-01,0.029116594117647037,0.020510499999999876,0.7044264833011096,3.897257460875997,3.888725260317031,3.880089537087921,3.871331273050599,3.8625312,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8800486901518507,3.8709379617425914,3.87131733671284,3.863640451689753,0.008697065574688129,0.02087181860073995,0.008779176840084762,0.021062467878820042,0.02850418281039957,3.897257460875997,4.0083456
1083,2022-07-01,1083_2022-07-01,0.02939664705882353,0.005468599999999935,0.1860280184014561,2.939250905341851,2.932816052507709,2.926303124487363,2.919697778097152,2.9130609,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.926272318364075,2.928656609182037,2.9196872675281718,2.934995950430753,0.006559191462413262,0.02545181647580074,0.006621118500486113,0.030857769852575233,0.016908592106861464,2.939250905341851,2.9889495
1085,2022-07-01,1085_2022-07-01,0.015797570588235298,-0.21772539999999996,-13.782207763144514,1.4017303535791954,1.3953740600809414,1.3923804556338542,1.3893303233718746,1.3861899,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39236161302889,1.4059764565144448,1.3893002263352432,1.408216029834288,0.0030219124135136438,0.025434360882502456,0.0030953875585563975,0.02490006464653836,-0.0018444015088877608,1.4017303535791954,1.399145
1087,2022-07-01,1087_2022-07-01,0.028281694117647072,0.1293662,4.57420264365559,1.8259553683429426,1.8202933209367667,1.8147465821925037,1.809297058075722,1.8035152,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8147789870683306,1.7887645435341655,1.8091862800894087,1.7699877400447044,0.005498203050485542,0.038894692648386665,0.005616510510120359,0.04698280572485675,0.03799388137291415,1.8259553683429426,1.8953305
1089,2022-07-01,1089_2022-07-01,0.047165788235294125,0.03963379999999983,0.8403082293945824,6.488706635894135,6.47784431681177,6.472687192498418,6.468797420733766,6.4651842,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.473109643347985,6.472232305007325,6.468889604410728,6.470010235538698,0.004538218890927369,0.03541709903160974,0.003752345597188298,0.03541281954241345,0.007690587185714026,6.488706635894135,6.5386086
